first_name,last_name,email,sold_at,make,model,value
Austin,Murphy,ad@ymail.com,2011-05-25T07:42:56.368+04:00,Audi,A4,25153.98619
Evelyn,Peterson,evelyn.m.peterson@live.com,2013-10-04T12:46:31.065+04:00,Chevrolet,Uplander Passenger,6870.988512
Joshua,Jones,jrjones@hotmail.com,2016-04-27T09:59:42.863+04:00,Mercedes-Benz,SLS-Class,6448.778665
Ethan,Jenkins,e_jenkins64@aol.com,2016-12-13T22:49:01.640+04:00,Honda,Pilot,1787.997312
Adam,Gray,agray@hotmail.com,2021-11-14T17:52:33.696+04:00,Chevrolet,SS,45008.10968
Rebecca,Diaz,r.diaz14@hotmail.com,2012-09-17T20:37:42.863+04:00,Mercury,Mariner,1367.337119
Joshua,Ross,j_e_ross@gmail.com,2012-07-08T05:08:09.775+04:00,Mercedes-Benz,SLK-Class,81809.80656
Austin,Ramirez,austin.ramirez@live.com,2017-10-20T08:52:40.654+04:00,Buick,Enclave,44466.73402
Sofia,Parker,sofia_parker@gmail.com,2013-04-09T15:12:06.909+04:00,Mitsubishi,Galant,8678.434498
Claire,Jenkins,c.jenkins@rocketmail.com,2022-06-24T05:43:35.793+04:00,Isuzu,Rodeo,5314.306557
Jeremy,Garcia,j_j@rocketmail.com,2016-01-26T11:57:18.343+04:00,Nissan,GT-R,17525.6713
Emily,Henderson,emily.kay.henderson@gmail.com,2012-05-14T05:57:07.671+04:00,Audi,S3,12342.71032
James,Allen,jamesaallen@outlook.com,2018-03-21T02:45:38.980+04:00,GMC,Sierra 1500 Regular Cab,6997.648056
Laura,Wood,l.wood20@ymail.com,2019-09-25T09:30:11.841+04:00,Hyundai,Sonata,17638.18363
Sebastian,Thompson,sebastianthompson@gmail.com,2010-03-11T05:56:21.369+04:00,Chevrolet,Silverado 3500 HD Double Cab,29556.72855
Danielle,Miller,d_g_miller@hotmail.com,2010-12-26T04:20:33.331+04:00,Mercedes-Benz,CLK-Class,62483.00883
Sebastian,Alexander,sebastian.alexander@ymail.com,2017-05-09T06:32:12.881+04:00,Ford,Econoline E150 Cargo,46590.56245
Emily,Moore,emoore@rocketmail.com,2021-01-20T09:55:23.389+04:00,Mercedes-Benz,GLK-Class,11767.54206
Aaron,Jenkins,aaron_jenkins@yahoo.com,2018-09-07T10:04:27.736+04:00,BMW,M5,67773.61071
Nicole,Rivera,nicole_rose_rivera@rocketmail.com,2019-04-16T14:47:05.606+04:00,Chrysler,Town & Country,43719.14109
Ethan,Miller,ethan_t_miller@hotmail.com,2015-10-04T00:03:25.386+04:00,Volkswagen,Passat,28933.5678
Melissa,Bailey,melissabailey62@hotmail.com,2014-06-05T23:58:25.360+04:00,GMC,Envoy XL,4424.92297
Mary,Peterson,marypeterson@hotmail.com,2017-12-01T22:24:06.897+04:00,Ford,F150 Super Cab,13609.13935
Oliver,Alexander,oliver.francis.alexander78@outlook.com,2012-05-17T13:19:36.814+04:00,Ford,Expedition,297.7571693
Anthony,Mitchell,anthonyrmitchell@outlook.com,2013-05-02T11:08:02.836+04:00,Dodge,Ram 3500 Club Cab,6243.631383
Jeremy,Anderson,jeremy.anderson@rocketmail.com,2019-08-09T07:09:44.308+04:00,Honda,CR-V,26687.22418
Richard,Clark,richard.h.clark@aol.com,2011-06-22T06:40:10.413+04:00,MAZDA,RX-8,21712.33739
Natalie,Watson,n_watson@live.com,2022-03-21T17:11:42.279+04:00,Buick,Park Avenue,18304.10404
Tiffany,Torres,tiffany.torres@live.com,2015-04-16T13:08:52.102+04:00,Ram,ProMaster Window Van,42297.33461
Anthony,Russell,arussell@ymail.com,2018-05-19T13:16:18.874+04:00,Volvo,XC60,25806.08758
Kayla,Evans,kayla_michelle23@gmail.com,2012-03-05T12:59:32.249+04:00,Jaguar,XK,24859.85281
Austin,Clark,a_r_clark@live.com,2020-02-21T16:41:48.423+04:00,Ford,F350 Super Duty Super Cab,54607.71342
Lillian,Morgan,lmmorgan@ymail.com,2012-06-21T21:13:29.853+04:00,Honda,Accord,7081.295931
Aaron,Peterson,apeterson@ymail.com,2013-09-20T23:02:32.281+04:00,Rolls-Royce,Wraith,82878.93937
Kayla,Bailey,k_bailey67@rocketmail.com,2019-12-08T08:20:35.082+04:00,Ferrari,California,73631.71292
Jason,Allen,jason.allen@outlook.com,2015-06-30T18:26:36.962+04:00,Hyundai,Accent,43678.18682
Oliver,Russell,oerussell@ymail.com,2014-10-03T21:53:49.603+04:00,Volvo,C70,29691.36243
Henry,Gonzales,henry.gonzales81@gmail.com,2013-01-09T04:17:22.449+04:00,Cadillac,DeVille,48406.30951
Benjamin,Walker,b_a_walker@outlook.com,2016-03-14T02:59:31.299+04:00,Pontiac,Aztek,5412.498028
Nicole,Gonzales,n.f.gonzales@live.com,2016-01-07T09:01:04.867+04:00,INFINITI,QX,24160.08556
Christina,Thomas,cthomas@hotmail.com,2020-01-28T18:19:42.020+04:00,Ford,E150 Super Duty Cargo,26871.53425
Ryan,Morgan,r_morgan50@yahoo.com,2017-05-14T04:21:57.425+04:00,Acura,Legend,5136.17628
Jose,Collins,jcollins@gmail.com,2017-08-24T04:50:41.403+04:00,Jeep,Patriot,6621.092275
Austin,Bailey,austin_c_bailey@gmail.com,2014-04-07T10:55:34.171+04:00,Mercedes-Benz,SL-Class,17669.21129
Courtney,Thomas,cthomas@yahoo.com,2013-10-14T06:34:00.775+04:00,Mitsubishi,Mighty Max Macro Cab,23917.02446
Kyle,James,kyle.james@gmail.com,2019-05-22T03:08:55.715+04:00,GMC,Savana 2500 Passenger,13009.76307
Nicole,Carter,n.m.carter@ymail.com,2014-07-25T10:51:13.626+04:00,Kia,Spectra,16975.44557
Abigail,Miller,amiller@rocketmail.com,2014-08-01T10:57:06.383+04:00,Chevrolet,S10 Regular Cab,3188.623225
Brandon,Butler,brandon.butler26@live.com,2022-02-28T09:12:56.618+04:00,Suzuki,Grand Vitara,80107.35638
Emma,Robinson,emma_i_robinson@live.com,2019-09-30T01:29:56.540+04:00,Toyota,Sequoia,38236.6978
Timothy,King,tking62@ymail.com,2018-03-20T23:37:53.318+04:00,Mercedes-Benz,Mercedes-AMG C-Class,55214.30697
Timothy,Phillips,timothy_w_phillips@live.com,2018-12-25T18:42:13.805+04:00,Jaguar,XK,6872.513878
Dylan,Lopez,d_m_lopez16@outlook.com,2022-04-24T20:26:32.615+04:00,GMC,Sonoma Regular Cab,18117.87112
Anthony,James,anthony.james@outlook.com,2020-10-29T00:08:24.800+04:00,Kia,Sportage,65178.01848
Matthew,Green,matthewagreen56@aol.com,2012-01-30T04:47:56.813+04:00,Porsche,Boxster,80215.54007
Benjamin,Williams,benjaminwilliams@rocketmail.com,2013-05-13T15:07:17.601+04:00,Nissan,200SX,36348.0592
Laura,Henderson,laura_l_henderson@aol.com,2010-06-03T03:58:58.896+04:00,Maybach,62,1852.635883
Laura,Bryant,l_bryant@hotmail.com,2013-11-15T01:09:41.729+04:00,Toyota,Prius v,4268.000203
Aaron,Wright,a.wright83@rocketmail.com,2013-12-05T01:32:32.401+04:00,BMW,X5 M,44262.60952
Ethan,Young,e_young76@yahoo.com,2011-03-13T13:24:47.452+04:00,Lexus,SC,11300.53065
Robert,Lee,robertlee@rocketmail.com,2019-01-13T01:50:25.509+04:00,Audi,A4,38834.6008
Layla,Henderson,lehenderson@rocketmail.com,2019-07-20T14:44:08.651+04:00,Ford,Edge,5682.031678
Sofia,Morris,s.i.morris@ymail.com,2011-09-27T06:02:13.424+04:00,Audi,S5,11571.657
Grace,Parker,g_parker@outlook.com,2019-02-10T09:13:40.674+04:00,Mercedes-Benz,G-Class,9695.570974
Owen,Butler,o.butler84@aol.com,2016-06-14T20:37:12.570+04:00,Chevrolet,Equinox,70862.28549
Alexander,Torres,alexander_torres@live.com,2022-03-16T22:24:43.720+04:00,Dodge,Ram Wagon 1500,55154.32899
Courtney,Johnson,courtney.johnson66@ymail.com,2010-10-24T02:48:30.407+04:00,Chevrolet,Express 2500 Passenger,791.0427907
Aaron,Sanchez,atsanchez@yahoo.com,2016-06-27T21:11:20.294+04:00,Chevrolet,Express 1500 Passenger,19731.59333
Amanda,Mitchell,amanda.lou@gmail.com,2020-05-20T12:44:09.237+04:00,GMC,Canyon Crew Cab,67495.81596
Jonathan,Hernandez,jonathanjosephhernandez@ymail.com,2012-03-10T17:01:22.349+04:00,Lincoln,Navigator L,10537.60798
Laura,King,lking@yahoo.com,2019-12-10T12:28:18.482+04:00,Volkswagen,Golf R,66576.13567
Amelia,Simmons,asimmons@yahoo.com,2016-03-01T07:25:00.959+04:00,Porsche,Panamera,5055.531967
Isabella,Ross,imross@rocketmail.com,2018-11-05T21:53:39.204+04:00,BMW,6 Series,42905.99541
Ryan,Jackson,rjackson@outlook.com,2011-08-19T15:19:22.435+04:00,Audi,90,23589.18538
Rebecca,Williams,rebeccam@hotmail.com,2014-07-03T22:28:07.604+04:00,Porsche,Cayenne,39773.43192
Emily,Taylor,emily@rocketmail.com,2013-07-08T05:45:46.910+04:00,INFINITI,M,20328.31161
Chelsea,Carter,chelsea_lou_carter@outlook.com,2013-05-06T03:09:02.133+04:00,Audi,S4,59328.64023
Steven,Bryant,steveneugenebryant@ymail.com,2013-06-23T05:38:22.800+04:00,Audi,100,3716.183703
Kyle,Powell,k.powell@hotmail.com,2015-11-12T03:34:13.789+04:00,Toyota,Venza,71947.24064
Tiffany,Baker,t_l_baker@yahoo.com,2010-10-10T13:57:00.262+04:00,Chevrolet,Lumina Cargo,215.4228971
Michael,Cooper,m.cooper@outlook.com,2012-05-22T10:12:15.759+04:00,Jaguar,XF,72266.87767
Gabriel,Powell,gabrielpowell@gmail.com,2021-01-30T10:50:02.617+04:00,Audi,Q5,8867.04213
Stephanie,Taylor,stephanie_taylor92@rocketmail.com,2014-08-24T12:41:56.666+04:00,Nissan,Frontier King Cab,41439.1399
Stephen,Carter,s_carter@ymail.com,2021-09-23T13:21:07.571+04:00,Audi,S6,16534.04864
Emma,Rodriguez,e_rodriguez@outlook.com,2021-06-04T20:58:11.861+04:00,Porsche,911,35851.74469
Sophia,Price,s.r@ymail.com,2012-08-29T00:49:23.020+04:00,Chevrolet,Express 3500 Passenger,10720.7142
Elizabeth,Parker,elizabethlparker@ymail.com,2016-12-04T07:46:04.466+04:00,Dodge,Dakota Regular Cab,3355.652102
Steven,Flores,s_flores@yahoo.com,2014-05-13T08:52:13.552+04:00,Lincoln,Town Car,9299.285126
David,Ross,david.alan.ross@live.com,2017-11-24T22:44:21.926+04:00,Lincoln,Navigator,29693.60478
Layla,Nelson,laylainelson96@aol.com,2019-09-19T04:44:58.266+04:00,GMC,Yukon XL 2500,2738.526574
Mateo,Mitchell,m_g_mitchell@gmail.com,2018-07-29T22:04:53.002+04:00,Mitsubishi,Montero,25109.65269
Julian,Green,j.a.green@gmail.com,2016-06-13T03:47:39.884+04:00,Ford,F250 Super Duty Regular Cab,18056.32523
Christina,Foster,christina70@live.com,2019-12-14T01:53:19.728+04:00,MINI,Roadster,5132.42448
Brianna,Bell,brianna_m_bell@gmail.com,2019-06-16T21:21:14.277+04:00,Hyundai,Sonata,14376.22357
Mark,Hayes,mark_e_hayes@hotmail.com,2019-01-07T21:51:37.413+04:00,Dodge,Grand Caravan Passenger,12203.80193
Anna,Carter,ar@aol.com,2017-12-22T02:00:00.502+04:00,Honda,Insight,23120.39565
Timothy,Rodriguez,t_a_rodriguez@hotmail.com,2011-11-12T08:31:08.499+04:00,Ford,Focus,63235.36172
Dylan,Henderson,dylan_henderson99@ymail.com,2012-06-12T20:58:46.999+04:00,Mercedes-Benz,B-Class,10639.83937
Evelyn,Campbell,e.campbell@rocketmail.com,2016-04-24T14:17:51.848+04:00,Chevrolet,Impala Limited,17913.51763
Julian,Stewart,julian.j.stewart@live.com,2014-07-10T06:48:25.009+04:00,Hyundai,Veracruz,16531.93857
Claire,Diaz,c_m_diaz69@live.com,2018-10-22T08:07:19.087+04:00,Audi,SQ5,37378.78666
Andrew,Wood,a.a@yahoo.com,2022-05-12T19:40:31.428+04:00,Cadillac,Escalade,11995.05507
Patrick,Morris,patrickmorris@rocketmail.com,2017-07-27T14:42:04.230+04:00,Lincoln,LS,10939.39206
Jennifer,Hill,j.e.hill@ymail.com,2022-01-26T06:53:30.415+04:00,Buick,Enclave,9565.430243
Audrey,Reed,areed@outlook.com,2019-11-14T09:26:30.794+04:00,Jaguar,XK,78766.86155
Michelle,Lewis,m_g_lewis@outlook.com,2016-01-19T10:21:11.469+04:00,GMC,Envoy,33098.09695
Chelsea,Walker,c_m_walker@live.com,2012-08-18T04:03:02.672+04:00,Volkswagen,Jetta III,4262.459989
Michael,Anderson,m.a.anderson@aol.com,2010-01-08T02:04:53.613+04:00,Saturn,Ion,62591.83905
Michael,Murphy,m_murphy@rocketmail.com,2020-08-14T16:50:22.624+04:00,Hyundai,Tucson,7935.911205
Owen,Roberts,otroberts@aol.com,2010-12-19T20:12:32.754+04:00,Volvo,XC90,25610.23163
Ryan,Brooks,ryan_brooks@outlook.com,2011-05-13T15:14:56.054+04:00,Dodge,Viper,33948.87992
Sofia,Cook,sofiacook@hotmail.com,2017-10-20T08:21:04.479+04:00,Audi,100,43272.21733
Kevin,Lee,k_t_lee@gmail.com,2013-07-26T07:24:18.763+04:00,Pontiac,G5,11977.22173
Henry,Robinson,h.robinson@outlook.com,2014-02-16T06:21:01.888+04:00,Freightliner,Sprinter 2500 Cargo,39278.20812
Daniel,Morris,d_e_morris@rocketmail.com,2017-02-16T23:22:34.213+04:00,GMC,1500 Club Coupe,1179.331231
Matthew,Harris,matthew_ray_harris87@live.com,2011-12-26T19:04:03.183+04:00,Bentley,Mulsanne,4692.233144
Laura,Cooper,laura.s.cooper@ymail.com,2020-02-16T06:04:02.009+04:00,GMC,Yukon XL 1500,18990.44768
David,Lee,d_j_lee31@rocketmail.com,2014-06-20T19:05:49.535+04:00,Pontiac,Bonneville,24450.39624
Nicholas,Ramirez,n.s.ramirez@gmail.com,2020-02-09T22:57:27.610+04:00,Hyundai,Sonata,32223.40248
Ashley,Jenkins,ashley.r.jenkins96@rocketmail.com,2018-12-29T16:30:55.932+04:00,Dodge,Grand Caravan Passenger,10941.13844
Grace,Taylor,g.taylor@yahoo.com,2012-09-16T19:10:49.420+04:00,Chevrolet,Aveo,8733.586023
Olivia,Stewart,o.m@gmail.com,2020-11-01T18:51:22.400+04:00,Chevrolet,Equinox,87564.93575
Nicholas,Roberts,nwroberts3@hotmail.com,2021-12-02T19:32:20.275+04:00,Mercury,Grand Marquis,82834.53893
Owen,Harris,owen_harris@yahoo.com,2020-01-13T10:59:51.621+04:00,Audi,S8,19457.99725
Samuel,Miller,samuel_g_miller@hotmail.com,2013-04-27T20:40:49.536+04:00,Audi,S7,95.75726524
Olivia,Thomas,oliviathomas@ymail.com,2022-04-10T19:49:35.791+04:00,Oldsmobile,Cutlass Supreme,23423.433
Grace,Watson,gswatson@gmail.com,2011-07-21T05:08:32.832+04:00,Ford,F450 Super Duty Crew Cab,56154.52154
Jonathan,James,j_james@aol.com,2013-08-29T18:03:16.809+04:00,Audi,S6,50907.58872
Rachel,Gray,rachelnicolegray16@rocketmail.com,2013-11-26T20:45:22.060+04:00,Kia,Forte,33154.74294
Aubrey,Rogers,aubreyelizabethrogers@live.com,2018-04-27T03:28:25.523+04:00,Toyota,Yaris,7937.545153
Kelsey,Young,k.g.young@outlook.com,2012-02-07T17:01:53.049+04:00,Toyota,Avalon,5629.335394
Megan,Sanders,megan_anne52@aol.com,2016-09-10T15:45:09.490+04:00,Dodge,Colt,20007.05018
Andrew,Martin,andrewj@gmail.com,2010-01-18T01:54:50.849+04:00,Chrysler,LHS,487.0480712
Ethan,Robinson,ethan.a.robinson@gmail.com,2012-05-05T19:52:50.641+04:00,MAZDA,CX-5,9851.748156
Emma,Harris,emma.harris65@hotmail.com,2012-01-28T20:33:10.564+04:00,Volkswagen,Golf,53928.46507
Stephen,Foster,s.a.foster@ymail.com,2022-03-28T15:24:09.348+04:00,Ford,Explorer,51051.34165
Steven,Bell,s_bell@live.com,2016-07-29T16:35:04.216+04:00,Chrysler,New Yorker,27843.99421
Claire,Rivera,c_r_rivera59@outlook.com,2015-08-21T09:17:00.022+04:00,Ford,F350 Super Cab,26140.65571
Jason,Bailey,jjbailey@live.com,2020-01-30T17:19:39.908+04:00,Mitsubishi,Montero,38745.28469
Jose,Sanchez,j_sanchez@rocketmail.com,2011-11-07T21:31:08.279+04:00,Lexus,IS,41706.32536
Amber,Cooper,amber_cooper@ymail.com,2011-12-31T17:55:53.379+04:00,Chrysler,Town & Country,40969.93091
Kevin,Powell,kevin.eugene.powell@gmail.com,2014-06-21T06:01:46.452+04:00,GMC,Sierra 1500 Double Cab,17322.01477
Christopher,Hernandez,c.hernandez@aol.com,2013-02-19T09:53:19.412+04:00,Mercedes-Benz,CLS-Class,24762.12015
Kevin,Evans,k.evans@ymail.com,2014-03-24T13:10:34.701+04:00,Toyota,Highlander,21197.41874
Patrick,Morgan,pmorgan@gmail.com,2011-10-18T14:53:28.768+04:00,Geo,Tracker,13658.32207
Oliver,Coleman,ojcoleman@live.com,2012-06-22T22:47:57.297+04:00,Audi,S8,580.590239
Megan,Hernandez,megan.hernandez@hotmail.com,2021-02-17T18:54:36.996+04:00,Chevrolet,Colorado Regular Cab,43897.52465
Olivia,Hill,oliviahill10@live.com,2016-03-04T07:22:49.440+04:00,Land Rover,Discovery,26402.49703
Brianna,Sanders,brianna.sanders66@aol.com,2017-02-08T15:50:18.759+04:00,Bentley,Arnage,53664.21535
Ethan,Griffin,ethan@outlook.com,2019-05-17T15:12:01.714+04:00,Chevrolet,Uplander Passenger,23947.34026
Heather,Flores,heather.renee.flores@hotmail.com,2016-03-29T13:59:34.279+04:00,Dodge,Caravan Cargo,24817.39403
Aaron,Robinson,a.t@rocketmail.com,2015-08-20T01:56:04.662+04:00,Volvo,S40,26406.04881
Owen,Simmons,o.simmons@aol.com,2018-07-04T09:35:44.884+04:00,smart,fortwo,7959.973104
Ava,Smith,a_l95@ymail.com,2015-07-05T06:12:13.794+04:00,Acura,Vigor,9829.710854
Aaron,Brown,aaron_a_brown@gmail.com,2016-10-18T10:25:58.548+04:00,GMC,Savana 2500 Cargo,48520.075
Alexander,Wilson,a.wilson82@gmail.com,2019-02-04T04:07:35.177+04:00,Ford,Transit Connect Passenger,16306.25717
Michelle,Patterson,mrpatterson@ymail.com,2019-11-24T00:26:41.353+04:00,Tesla,Model 3,52336.43546
Austin,Johnson,austin.m@live.com,2017-04-19T09:18:17.903+04:00,Jaguar,XF,41102.80895
Charlotte,Perry,c.i.perry@ymail.com,2011-09-09T02:29:19.734+04:00,Lincoln,MKC,17127.52358
Nathan,Hill,n_f_hill@aol.com,2011-12-14T03:26:48.225+04:00,BMW,4 Series,9141.800333
Taylor,Long,t.long@aol.com,2012-09-24T17:06:22.085+04:00,Ram,3500 Crew Cab,43589.35441
Tyler,Ward,t.ward52@hotmail.com,2021-04-30T11:20:41.489+04:00,Kia,Optima,30611.5578
Megan,Morris,mmorris@ymail.com,2013-09-30T16:10:28.758+04:00,Buick,Cascada,7755.299402
Charlotte,Hayes,charlottehayes@live.com,2017-08-14T17:33:32.405+04:00,Suzuki,Aerio,3041.124937
Melissa,Torres,melissa@hotmail.com,2014-11-22T15:26:51.632+04:00,Mercury,Mystique,55384.76606
Austin,Anderson,aanderson@outlook.com,2011-12-24T22:52:58.550+04:00,Ford,F150 Super Cab,37612.11179
Henry,Davis,h_l_davis86@ymail.com,2012-06-29T04:34:51.777+04:00,Kia,Rio,18852.59948
Rachel,Robinson,r_robinson@outlook.com,2017-09-02T14:03:45.790+04:00,Lexus,SC,3890.596822
Benjamin,Green,benjamin_a@gmail.com,2019-06-22T02:02:00.104+04:00,Volkswagen,GTI,10690.81907
John,Perez,jperez@yahoo.com,2010-06-28T00:48:16.236+04:00,Hyundai,Tucson,6909.386936
Charlotte,Rogers,c.f.rogers@aol.com,2022-01-31T05:44:54.171+04:00,Ford,Expedition,23059.22414
Benjamin,Wilson,benjamin_c_wilson32@aol.com,2015-09-22T00:43:39.848+04:00,Mercedes-Benz,S-Class,19846.28712
Austin,Patterson,austin.thomas.patterson@hotmail.com,2018-06-06T13:27:14.490+04:00,Audi,A8,23755.29318
Thomas,Richardson,t.richardson@rocketmail.com,2015-02-09T13:27:03.018+04:00,Dodge,Intrepid,31131.61261
Joseph,Hall,joseph@gmail.com,2013-10-03T17:05:02.218+04:00,Mitsubishi,Outlander,34922.13092
Joshua,Jenkins,j_jenkins@ymail.com,2017-12-08T13:45:19.664+04:00,Kia,Sedona,41810.58057
Sean,Bennett,sean_bennett@yahoo.com,2014-06-09T10:34:11.993+04:00,FIAT,500c,24081.39537
Samantha,Hill,shill@live.com,2018-11-11T13:52:56.505+04:00,Chrysler,Town & Country,14533.04153
Oliver,Adams,oliverjamesadams@hotmail.com,2020-02-28T17:19:22.239+04:00,Honda,Pilot,32145.61732
Claire,Rogers,c_rogers@ymail.com,2013-11-12T12:02:04.749+04:00,Kia,Rio,3196.423685
Courtney,Harris,ceharris@live.com,2014-02-22T04:42:29.835+04:00,Nissan,Pathfinder,28265.93967
Sebastian,Brown,smbrown@aol.com,2022-06-03T08:41:25.245+04:00,Chevrolet,Silverado 2500 HD Crew Cab,13477.25323
Alexis,Thomas,athomas@aol.com,2012-09-06T04:45:32.128+04:00,Ford,Edge,33940.31985
Nathan,Washington,n_a_washington31@ymail.com,2015-05-15T03:13:23.298+04:00,Ford,Freestar Cargo,27316.42499
Jeremy,Wright,jeremy.matthew.wright@aol.com,2013-11-07T06:27:36.278+04:00,Mercedes-Benz,CLS-Class,10851.75256
Abigail,Lee,abigail_jane_lee84@rocketmail.com,2011-05-05T05:31:32.427+04:00,BMW,2 Series,34546.42935
Joshua,Bailey,j.bailey@gmail.com,2012-09-12T14:55:49.673+04:00,Mercedes-Benz,SLK-Class,3499.145933
Robert,Long,rlong@yahoo.com,2016-12-01T10:46:35.813+04:00,Chevrolet,Impala,6410.420541
Jeremy,Perez,j.e.perez@live.com,2016-05-30T21:33:45.375+04:00,Mercedes-Benz,Sprinter 3500 Cargo,39233.13709
Benjamin,Lee,brlee@aol.com,2010-12-25T08:49:19.501+04:00,Dodge,Ram Van 1500,33339.90081
Sophia,Torres,storres@gmail.com,2017-02-08T09:22:55.408+04:00,INFINITI,QX,89881.53919
Courtney,Parker,c_m_parker@live.com,2018-12-14T08:09:28.137+04:00,Chevrolet,Impala,14059.76288
Richard,Clark,r_clark@rocketmail.com,2013-03-28T07:34:42.000+04:00,Audi,Cabriolet,20005.70341
Stephen,Murphy,stephenamurphy12@hotmail.com,2011-10-25T19:00:50.837+04:00,Oldsmobile,Silhouette,62022.98737
Eric,King,ericking@gmail.com,2017-06-16T13:06:22.213+04:00,Dodge,Ram Wagon 2500,30286.75016
Audrey,Griffin,a_griffin@gmail.com,2017-04-25T07:49:49.812+04:00,Aston Martin,Rapide,54672.46873
Lauren,Scott,lauren_f_scott@hotmail.com,2013-08-10T01:26:59.820+04:00,GMC,Sierra 2500 HD Extended Cab,19926.80995
Christina,Smith,c.l98@yahoo.com,2015-10-11T06:26:22.434+04:00,Dodge,Shadow,23485.97803
Chelsea,Barnes,c.l.barnes@gmail.com,2019-12-16T18:05:18.103+04:00,Chevrolet,S10 Extended Cab,35803.48092
Jack,Hall,jackhall@rocketmail.com,2020-04-03T09:14:24.429+04:00,Toyota,Prius c,75248.69418
Isabella,Carter,isabellacarter88@aol.com,2022-03-16T17:06:17.224+04:00,Buick,LeSabre,10620.33113
Anthony,Bryant,a.j.bryant@outlook.com,2019-09-21T06:07:36.191+04:00,Dodge,Durango,62744.98964
Claire,Peterson,c.g.peterson@yahoo.com,2022-05-10T09:27:48.752+04:00,Chrysler,Concorde,14989.40449
Kimberly,Miller,k_miller@outlook.com,2018-09-12T17:40:43.435+04:00,GMC,Savana 2500 Cargo,46251.54073
Rebecca,Anderson,r.anderson@hotmail.com,2021-06-19T13:53:41.304+04:00,BMW,1 Series,28909.11171
Samuel,Lopez,samuel.lopez43@outlook.com,2022-07-29T03:03:57.333+04:00,Mercedes-Benz,SLS-Class,10159.47002
Sarah,Thompson,sarah.sue.thompson@ymail.com,2010-09-05T06:22:41.222+04:00,BMW,X3,54446.54861
Mary,Ward,m.ward@hotmail.com,2018-12-28T20:52:41.833+04:00,Ford,Transit Connect Passenger,52324.92738
Eleanor,Baker,ejbaker@aol.com,2014-11-06T05:08:22.112+04:00,Mercedes-Benz,M-Class,32919.89494
Alexandra,Diaz,alexandra.diaz@hotmail.com,2014-08-12T19:28:55.574+04:00,Eagle,Summit,10747.83388
Isaac,Morris,isaac_george_morris89@aol.com,2018-08-13T13:11:10.543+04:00,Nissan,GT-R,15068.65901
Jose,Ward,j_s_ward@rocketmail.com,2019-01-15T13:45:53.696+04:00,Toyota,RAV4,107.1752417
Sophia,Bailey,sophiabailey84@outlook.com,2018-07-22T22:46:13.039+04:00,MAZDA,Tribute,11013.11843
Anna,King,anna@outlook.com,2014-07-26T15:13:24.308+04:00,Chrysler,Voyager,41686.58456
Elizabeth,Murphy,elizabeth_m_murphy@live.com,2010-12-27T00:22:13.550+04:00,MAZDA,RX-7,12402.79211
Anthony,Howard,anthony.howard@hotmail.com,2013-07-01T05:55:07.129+04:00,Toyota,Corolla,63439.26406
Adam,Wood,adam.joseph.wood48@gmail.com,2015-07-03T16:39:19.237+04:00,Toyota,Tercel,19257.34643
John,Taylor,j_taylor@rocketmail.com,2015-05-10T16:57:24.739+04:00,Subaru,Outback,3614.347044
Sean,Walker,s_walker@hotmail.com,2021-10-20T16:24:42.576+04:00,Jaguar,XJ,22725.473
Michael,Cox,michaelacox@outlook.com,2013-11-18T06:07:27.394+04:00,Ford,F250 Super Duty Crew Cab,37468.30501
Laura,Cook,lcook@gmail.com,2022-05-25T20:21:51.869+04:00,Mercedes-Benz,SL-Class,3209.548674
Stephen,Turner,s.turner@ymail.com,2013-03-12T11:10:26.535+04:00,BMW,5 Series,15790.03306
James,Morris,james_j_morris@yahoo.com,2011-11-24T05:48:28.947+04:00,GMC,Suburban 1500,29492.21397
Alexis,Gray,alexis_gray@aol.com,2020-06-08T05:52:51.743+04:00,GMC,Sierra 1500 Regular Cab,54851.55411
Stephanie,Harris,stephanie.sue.harris13@aol.com,2014-02-21T00:54:30.483+04:00,Dodge,Nitro,35326.15668
Dylan,Torres,dhtorres@aol.com,2017-04-09T23:17:54.527+04:00,Kia,Optima (2006.5),367.8753427
Ryan,James,ryan@ymail.com,2022-02-07T10:17:20.363+04:00,Mercedes-Benz,SL-Class,4976.970629
Natalie,Collins,n_m@gmail.com,2021-03-30T13:30:39.615+04:00,Ford,F250 Regular Cab,96919.36227
Stephen,Phillips,stephen_phillips@rocketmail.com,2013-04-15T08:52:28.868+04:00,Dodge,Ram Wagon 1500,12263.58362
Brian,Baker,b_e_baker86@outlook.com,2021-07-21T00:17:56.225+04:00,Ford,Explorer Sport,44834.81882
Nicholas,Garcia,ngarcia24@live.com,2012-09-30T15:52:22.088+04:00,Fisker,Karma,9393.378431
Erin,Scott,erinscott28@ymail.com,2022-05-04T03:58:39.895+04:00,Audi,A3,20569.30653
Rachel,Butler,r_m_butler@aol.com,2021-02-17T03:53:41.115+04:00,Mercedes-Benz,SL-Class,3356.696557
Kevin,Jenkins,kevin_jenkins@outlook.com,2014-06-13T08:59:13.288+04:00,Suzuki,Verona,4463.30139
Kelsey,Alexander,kelsey.michelle.alexander@aol.com,2010-04-18T10:28:15.807+04:00,GMC,Sierra 3500 Crew Cab,57681.46189
Elizabeth,Thompson,elizabethlthompson@aol.com,2021-04-22T10:33:18.061+04:00,Honda,Civic,27993.61051
